image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes
https://storage.googleapis.com/image_prompts/1692880134-470.3_ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTF8fHVnYW5kYXxlbnwwfHwwfHx8MA_3D_3D_w=1000_q=80.jpg,50,Male,18-29,Lumasaaba,yogera_image_audio_20230926_070807.344871_1483.wav,0.0075,2,1
https://storage.googleapis.com/image_prompts/tourinsm.jpg,242,Male,60 and above,Lumasaaba,yogera_image_audio_20231013_072355.891256_2577.wav,0.00472222222222222,2,0
https://storage.googleapis.com/image_prompts/1692884894-6362.jpg_s=612x612_w=0_k=20_c=lNHgtwRjJxz0PV3Y3-6NaA9ym8EqKIlv2vtPimD4c1A=.jpg,255,Male,40-49,Lumasaaba,yogera_image_audio_20231013_072600.953157_1650.wav,0.00777777777777778,2,0
https://storage.googleapis.com/image_prompts/6407eb69-robin-kutesa-QCxS5cBoQQU-unsplash.jpg,263,Female,40-49,Lumasaaba,yogera_image_audio_20231013_072716.762367_1417.wav,0.00444444444444444,2,1
https://storage.googleapis.com/image_prompts/f5b201d6-unsplash-vTUlJDT.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_072731.526176_2485.wav,0.0075,2,0
https://storage.googleapis.com/image_prompts/enetrey.jpg,260,Female,30-39,Lumasaaba,yogera_image_audio_20231013_073221.588029_2475.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/709228c6-unsplash-kJM9Ht2.jpg,271,Male,50-59,Lumasaaba,yogera_image_audio_20231013_073315.314697_2284.wav,0.005,2,0
https://storage.googleapis.com/image_prompts/unsplash-yqy087N.jpg,251,Female,30-39,Lumasaaba,yogera_image_audio_20231013_073603.977498_3023.wav,0.0108333333333333,2,0
https://storage.googleapis.com/image_prompts/unsplash-RirJzKg.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_073953.723170_2784.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/1692884855-5922.jpg_s=612x612_w=0_k=20_c=uj-79GwVPG1EVpwTTuT07p6Xvlrz8ujzb9afBxgaXkQ=.jpg,245,Male,30-39,Lumasaaba,yogera_image_audio_20231013_074413.672394_1590.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/1692885055-8438.jpg_s=612x612_w=0_k=20_c=LRXDWlj1Azcppw0vSx9gUaRqAOvGPwmrFQ8yp8yGK88=.jpg,245,Male,30-39,Lumasaaba,yogera_image_audio_20231013_074413.684284_1730.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/healtj.jpg,254,Male,60 and above,Lumasaaba,yogera_image_audio_20231013_074611.751252_2509.wav,0.00888888888888889,2,0
https://storage.googleapis.com/image_prompts/unsplash-5qSEuOg.jpg,245,Male,30-39,Lumasaaba,yogera_image_audio_20231013_075156.698546_2618.wav,0.00416666666666667,2,0
https://storage.googleapis.com/image_prompts/pexels-photo-6249670.jpeg,253,Male,40-49,Lumasaaba,yogera_image_audio_20231013_075529.428121_2551.wav,0.00944444444444444,2,0
https://storage.googleapis.com/image_prompts/unsplash-lG8tMKd.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_075758.705185_2921.wav,0.00666666666666667,2,0
https://storage.googleapis.com/image_prompts/7155d89e-_DSC0246_copy.jpg,248,Female,50-59,Lumasaaba,yogera_image_audio_20231013_080243.554428_1863.wav,0.00694444444444444,2,0
https://storage.googleapis.com/image_prompts/DSC_0400.JPG,256,Female,50-59,Lumasaaba,yogera_image_audio_20231013_080338.720023_1920.wav,0.005,2,0
https://storage.googleapis.com/image_prompts/1692884916-6582.jpg_s=612x612_w=0_k=20_c=Q5t7JRgLkMlinoQVGXpnVwjXDeyEuJ0udaDVi1ElSlA=.jpg,249,Male,40-49,Lumasaaba,yogera_image_audio_20231013_080446.260197_1663.wav,0.00472222222222222,2,0
https://storage.googleapis.com/image_prompts/DSC_0133.JPG,270,Female,40-49,Lumasaaba,yogera_image_audio_20231013_080619.374997_1908.wav,0.0075,2,0
https://storage.googleapis.com/image_prompts/unsplash-Bh0Kd4w.jpg,249,Male,40-49,Lumasaaba,yogera_image_audio_20231013_081018.479550_2676.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/1692884956-7157.jpg_s=612x612_w=0_k=20_c=LyINE1Znyc56_ivk_GkENxv8VnLPKLopQ4H91rF9pC8=.jpg,249,Male,40-49,Lumasaaba,yogera_image_audio_20231013_081018.530588_1697.wav,0.00611111111111111,2,0
https://storage.googleapis.com/image_prompts/2773ec6b-unsplash-oQzoooF.jpg,255,Male,40-49,Lumasaaba,yogera_image_audio_20231013_081058.245272_2233.wav,0.005,2,0
https://storage.googleapis.com/image_prompts/unsplash-6e8uiVe.jpg,245,Male,30-39,Lumasaaba,yogera_image_audio_20231013_081230.773532_2628.wav,0.00416666666666667,2,0
https://storage.googleapis.com/image_prompts/pexels-photo-6192532.jpeg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_081330.295382_2550.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/c631a50b-g3c69e2e9dc2b76d2878b5152c8726e0721fbaba98965bfb6e52e30d1ba402b985fee_3A4cVUa.jpg,249,Male,40-49,Lumasaaba,yogera_image_audio_20231013_081914.733605_2427.wav,0.00444444444444444,3,0
https://storage.googleapis.com/image_prompts/d17939a8-uganda-251921_1280.jpg,271,Male,50-59,Lumasaaba,yogera_image_audio_20231013_082136.437359_1970.wav,0.00638888888888889,2,0
https://storage.googleapis.com/image_prompts/unsplash-pvqsmch.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_082226.438436_2969.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/unsplash-AA0Upo9.jpg,249,Male,40-49,Lumasaaba,yogera_image_audio_20231013_082249.081185_2668.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/unsplash-5Q5BWJc.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_082356.610383_2614.wav,0.005,2,0
https://storage.googleapis.com/image_prompts/75327c7a-ugandan-crafts-ZWxPGOcUzR4-unsplash.jpg,275,Female,18-29,Lumasaaba,yogera_image_audio_20231013_082734.141364_1421.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/709228c6-unsplash-kJM9Ht2.jpg,248,Female,50-59,Lumasaaba,yogera_image_audio_20231013_082744.331102_2101.wav,0.00472222222222222,2,0
https://storage.googleapis.com/image_prompts/0ec17316-unsplash-u26jnz5.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_082851.532601_2209.wav,0.00416666666666667,2,0
https://storage.googleapis.com/image_prompts/f2cca289-megan-escobosa-photography-Br7LQ4YQqE4-unsplash.jpg,272,Male,30-39,Lumasaaba,yogera_image_audio_20231013_082958.440694_1458.wav,0.005,2,1
https://storage.googleapis.com/image_prompts/Watering Spicket Uganda.jpeg,246,Female,50-59,Lumasaaba,yogera_image_audio_20231013_083212.771974_2384.wav,0.00555555555555556,2,0
https://storage.googleapis.com/image_prompts/1692884849-5820.jpg_s=612x612_w=0_k=20_c=0wmns8btGi-eswHdOVeMrTC-OINLaoa3-qsebyHmUUI=.jpg,246,Female,50-59,Lumasaaba,yogera_image_audio_20231013_083212.818401_1511.wav,0.00694444444444444,2,0
https://storage.googleapis.com/image_prompts/1692885222-10577.jpg_s=612x612_w=0_k=20_c=HDhQbtpqbyfyiiumebcIC-_bAMVERlyjxLF_TaDjLHU=.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_083250.828470_2220.wav,0.00472222222222222,2,0
https://storage.googleapis.com/image_prompts/8d274bb9-_DSC0211-checkpoint.JPG,256,Female,50-59,Lumasaaba,yogera_image_audio_20231013_083331.366678_2121.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/21ab5e0d-ge6db72f04976ba985c589969ec3fbc2400b7277ce60999f8ead04e491f2f8cd6fa83_5zF8YeI.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_083905.268726_2228.wav,0.005,2,0
https://storage.googleapis.com/image_prompts/727ba330-unsplash-pceMMLT.jpg,275,Female,18-29,Lumasaaba,yogera_image_audio_20231013_084048.001573_2103.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/75327c7a-ugandan-crafts-ZWxPGOcUzR4-unsplash.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_084218.137573_1421.wav,0.00444444444444444,3,0
https://storage.googleapis.com/image_prompts/1692884852-5846.jpg_s=612x612_w=0_k=20_c=LAQOt7nED9Fxl6ixvRecG1IcrRhDIDNccShZ4ev0j60=.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_084218.166936_1532.wav,0.00444444444444444,3,0
https://storage.googleapis.com/image_prompts/da23a1cd-g26dd494720b34e3f9e3a290fa380f5bcbcebefeb829373e4d636dc4b652990dd0c6d_WfTGI23.jpg,248,Female,50-59,Lumasaaba,yogera_image_audio_20231013_084422.187420_2452.wav,0.0075,2,0
https://storage.googleapis.com/image_prompts/1692884855-5900.jpg_s=612x612_w=0_k=20_c=r0_KyNo2TAIVP6D-ePIqYnJppqYqGciMO9UrO-l5JoM=.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_084454.648947_1100.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/Image Prompts/Fishing/unsplash-5zfaOJk.jpg,258,Male,18-29,Lumasaaba,yogera_image_audio_20231013_084515.326211_2333.wav,0.00472222222222222,2,0
https://storage.googleapis.com/image_prompts/unsplash-01RQQhk.jpg,258,Male,18-29,Lumasaaba,yogera_image_audio_20231013_084515.345355_2579.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/Uganda - Kagera Safaris.jpeg,255,Male,40-49,Lumasaaba,yogera_image_audio_20231013_084532.777920_2379.wav,0.00611111111111111,2,0
https://storage.googleapis.com/image_prompts/unsplash-PuJGHLz.jpg,271,Male,50-59,Lumasaaba,yogera_image_audio_20231013_084904.715119_2767.wav,0.00722222222222222,2,1
https://storage.googleapis.com/image_prompts/railway.jpg,244,Female,40-49,Lumasaaba,yogera_image_audio_20231013_085223.588246_2564.wav,0.00555555555555556,2,0
https://storage.googleapis.com/image_prompts/unsplash-W7SdBDS.jpg,248,Female,50-59,Lumasaaba,yogera_image_audio_20231013_085315.810065_2814.wav,0.00722222222222222,2,0
https://storage.googleapis.com/image_prompts/unsplash-73sZgBu.jpg,245,Male,30-39,Lumasaaba,yogera_image_audio_20231013_085350.057452_2630.wav,0.00416666666666667,2,0
https://storage.googleapis.com/image_prompts/pexels-photo-3213283.jpeg,275,Female,18-29,Lumasaaba,yogera_image_audio_20231013_085353.795939_2525.wav,0.00444444444444444,2,0
https://storage.googleapis.com/image_prompts/bbcdd8b5-unsplash-XxmvlPj.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_085405.114140_2412.wav,0.00416666666666667,2,0
https://storage.googleapis.com/image_prompts/1692885065-8616.jpg_s=612x612_w=0_k=20_c=Pzmfr2VYXcKOl94NCUWdVllUzJRCzqaO3qz9k80G00Y=.jpg,270,Female,40-49,Lumasaaba,yogera_image_audio_20231013_085537.849539_1274.wav,0.00972222222222222,2,0
https://storage.googleapis.com/image_prompts/3b148e53-unsplash-8YOPZLj.jpg,255,Male,40-49,Lumasaaba,yogera_image_audio_20231013_085547.288953_2243.wav,0.00527777777777778,2,0
https://storage.googleapis.com/image_prompts/1692885084-8756.jpg_s=612x612_w=0_k=20_c=UYNAFXcx-t8c8I9-AJsjSXWlG830S5Q_tg0P0EicjRE=.jpg,259,Male,30-39,Lumasaaba,yogera_image_audio_20231013_085713.855311_1753.wav,0.00444444444444444,2,0
