phase,image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
1.1,https://storage.googleapis.com/image_prompts/46afe462-melissa-askew-1D6d4KiNTmg-unsplash.jpg,669,Male,30-39,Acholi,yogera_image_audio_20240126_210023.476104_1831.wav,0.0105555555555556,3,0,Lutino awobe aryo ngat acel tye matye kangwec kipikipiki oruko kor bongo macol kidong ngat okene magitingo angec tye ma oruko kor bongo makwar obedo oyaro tyene o jeriken tye adeke aryo kitweo kiping acel awobi mangecci omako ikore inyimgi atye ka neno mutoka ma ocungo acunga mutoka madit kibene yadi tye ma orumo ngetgi kenyo yadi ma obedo kala alum alum kema mablue bene tye kanen itenge kenyo.
1.1,https://storage.googleapis.com/image_prompts/unsplash-28sECGJ.jpg,669,Male,30-39,Acholi,yogera_image_audio_20240126_201953.817071_2597.wav,0.0058333333333333,3,0,Pipino matye ka tuk pipino man kome tye ma yellow col yellow col tye i jang yat mo matidi ma obedo kala alum alum pjpino ma gire tye ka tuk aa ki jang yat man gwok nyo tye ka mito cito kamo mukene.
1.1,https://storage.googleapis.com/image_prompts/unsplash-W7SdBDS.jpg,669,Male,30-39,Acholi,yogera_image_audio_20240126_201632.475423_2814.wav,0.0058333333333333,2,1,"Laco mo maobedo ping oruko kor bongo matar oruko kin ngut mo ma obedo ryaray ingute, ibade tungcel kigoyo cal iye cale tye ma cal lee mo omako gimo icinge."
1.1,https://storage.googleapis.com/image_prompts/e3c9e2d2-unsplash-Ymhw9zM.jpg,670,Female,18-29,Acholi,yogera_image_audio_20240127_181541.864817_2466.wav,0.0058333333333333,3,0,"Kabedo makilwongo ni green house makipito i ye nyanya madwong adada kitweo nyanya eni kitol wek ociti atir atir malo, nyanya eni komgi nen leng adada kibene komgi yot"
1.1,"https://storage.googleapis.com/image_prompts/Uganda Language Ultimate Travelers Guide (English, Swahili, +40 More).jpeg",545,Male,18-29,Acholi,yogera_image_audio_20240127_173043.530917_2381.wav,0.0047222222222222,3,0,Eni ye cal lakwoco lakwaco matye laco ma obedo i nyim gin lakwo bongo ne oruko wuci macol ki ye laco kono oruko kor bongo matar inge kunu ineno mon adek magitye acel ocungo acunga aryo obeda abeda ping.
1.1,https://storage.googleapis.com/image_prompts/1692885065-8616.jpg_s=612x612_w=0_k=20_c=Pzmfr2VYXcKOl94NCUWdVllUzJRCzqaO3qz9k80G00Y=.jpg,545,Male,18-29,Acholi,yogera_image_audio_20240127_195821.317980_1747.wav,0.0047222222222222,3,0,Eni tye cal dano ma ogure gitye ka wer dano aryo tye ka goyo bul guruko ruk mo mabedo wai bongo lai ikomgi ci guketo lum mo wai lumlum i wigi.
1.1,https://storage.googleapis.com/image_prompts/c631a50b-g3c69e2e9dc2b76d2878b5152c8726e0721fbaba98965bfb6e52e30d1ba402b985fee_3A4cVUa.jpg,669,Male,30-39,Acholi,yogera_image_audio_20240127_192054.905724_2427.wav,0.0061111111111111,3,0,"Opego lum ma tye ka cam i di lum, opego lume kono kala ngeye tye ma buraun buraun, ki i ngeye kuja tye lum ma otwi pe dong tutwal ento lumme tye ma umu opego lummi, lumme obedo kala ma gurin gurin, opego-ni ti kacam."
1.1,https://storage.googleapis.com/image_prompts/2d78e9f3-b40deep-Ppivf5iYqv8-unsplash.jpg,545,Male,18-29,Acholi,yogera_image_audio_20240127_192623.312716_1400.wav,0.0063888888888888,3,0,Eni ni tye cal ot gurofa ma odongo mabor ot gurofa ni kono odongo mabor ci kicoyo coc i iwiye gurofa eni kiwero kome kala matar ci ocero ocero ma blu tye ma kicweyo tye wa malo ka ineno malo ineno pol-le tye ma pole tye maleng. 
1.1,https://storage.googleapis.com/image_prompts/Chicken Luwombo Foodival _.jpeg,669,Male,30-39,Acholi,yogera_image_audio_20240127_195945.976890_2137.wav,0.0072222222222222,3,0,Man tye pot labolo makibolo gimoyo ci ki dwelo pot labolone nen calo gitedo ateda pien kala ne tye ma oloke manok pe tye green tutwal ki latin anyaka mo tye kingee kuca ma otero wange gire tye ka neno en pot labolo man matye magitweyo ngute kany kiketo tye opye i wi gimo ma petye ka nen maber.
1.1,https://storage.googleapis.com/image_prompts/35a180b4-men-6496343_1280.jpg,545,Male,18-29,Acholi,yogera_image_audio_20240128_015705.594089_1811.wav,0.0052777777777777,3,0,Enini tye cal dukan magitye ka cato jami mac i ye i nyim dukan man tye coo aryo ocung acunga oruko kiyo tye ki cim oruko bag i nge laco acel obedo abeda dok bene ibut dukan kenyo ineno gitye kacato jami acama.
