phase,image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
1.1,https://storage.googleapis.com/image_prompts/4e267549-african-home-2007186_1280.jpg,655,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240114_025705.520475_1334.wav,0.0077777777777777,3,0,Enju ibiri z'obudongo emwe eshakize ebinyatsi endiijo eshakaize amabaati Kandi enju zombi obudongo bwarugireho okushweka ebibingo ebibingo ebyomunda nibireebeka ekirikumanyisa enju ezi ninkuru zikuzire
1.1,https://storage.googleapis.com/image_prompts/5beec595-white-water-rafting-354505_1280.jpg,655,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240112_190942.084373_1843.wav,0.0047222222222222,3,0,Abantu aba bari omu bwato bwaabo bari omu maizi g'omugyera gakuhimintika Kandi nikirebeka bariyo nibavuga obwato bwabo nk'omuringo gw'okweshemezamu
1.1,https://storage.googleapis.com/image_prompts/unsplash-qlVzaki.jpg,655,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240111_202511.881017_2974.wav,0.0069444444444444,3,0,Omushaija ashutami aha ntebe aineho laputopu ye esimu kariculeta n'ebitabo bimwe bimuhereire naabaasa kuba ariyo nakora omurimo Ari aha murimo nari aine eki ariyo naakora aha laputopu ye
1.1,https://storage.googleapis.com/image_prompts/7699b08d-unsplash-sQlmPO3.jpg,655,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240111_203224.142845_2290.wav,0.0077777777777777,3,0,"Omukazi ari aha rubaju rw'eduuka Ari omu muhanda nagyenda ayekorire ebafu ahamutwe gwe eyayekoreire harumu ebintu bitakushana nkesihani ,  za fooka n'ebijiko naabasa kuba naza kuteeka "
1.1,https://storage.googleapis.com/image_prompts/ed49a0e9-lake-albert-2103890_1280.jpg,655,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240114_031546.953122_1378.wav,0.0055555555555555,2,1,"Obwato buri aha mwaro. Abuhuumwize aha mwaro kandi omu omwanya aharuguru y'obwato nihoreka hariyo ebinyonyi, ekimwe nikishusha nka karooli."
1.1,https://storage.googleapis.com/image_prompts/370ca03f-_DSC0047_copy.jpg,645,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240126_200542.161999_1814.wav,0.0077777777777777,3,0,"Omukazi ojwire T-shirt ya red Kandi ayekomire ekitambara omumutwe  ajwire na garubindi ashutami aha mudara gwe  naguza emboga nka za carrot , enyanya, mukene hamwe n'ebindi omukatare kandi harumu n'abantu abandi bingi abashubuzi abarukuguza ebintu byabo."
1.1,https://storage.googleapis.com/image_prompts/eeq.jpg,553,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20240126_214447.984727_2473.wav,0.0044444444444444,3,0,"Baasi mpango ya Link ehandiikirweho ebigambo, abantu abamwe bemereire omurubaju n'abantu abarikuguza eby'okurya bariyo nibaguza abantu abari omu baasi omunda eby'okurya.  "
1.1,https://storage.googleapis.com/image_prompts/1692884956-7157.jpg_s=612x612_w=0_k=20_c=LyINE1Znyc56_ivk_GkENxv8VnLPKLopQ4H91rF9pC8=.jpg,553,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20240126_214447.960536_1224.wav,0.0052777777777777,3,0,"Etawuni mpango erimu ebizimbe bya kanyina ebindi nibiguufu ahagati harimu emiti, obuseeri hariyo emiti kandi harimu na n'ekishayi."
1.1,https://storage.googleapis.com/image_prompts/8ea0fb76-african-585271_1280.jpg,556,Female,30-39,Runyankole-Rukiga,yogera_image_audio_20240126_231504.700835_1354.wav,0.0044444444444444,3,0,Ogu n'omwana weishomero naaruga ahaishomero ajwaire yunifoomu akwatsire ekitabo omu ngaaro Kandi ariyo ashemereirwe nayiruka Kandi ogu omwana nayiragura
1.1,https://storage.googleapis.com/image_prompts/aade1880-unsplash-dQIU2w1.jpg,559,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20240127_000317.638930_2394.wav,0.0061111111111111,3,0,Abakazi bashemerirwe baine ekwanzi z'erangi zitakushuushana omu maraaka kandi aha mikono yaabo baineho ebikoomo  by'erangi zitakushuushana omwe ow'omumaisho aheekire omwereere omu mugongo.
