phase,image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
1.0,https://storage.googleapis.com/image_prompts/unsplash-Yy1wCgT.jpg,287,Male,18-29,Lusoga,yogera_image_audio_20231013_132818.978177_2830.wav,0.0041666666666666,2,1,Onho omusaadha musanhufu. Akola bukodyo. Ayambaile enkoofira alina omudhoozi mweru guliku ekifanhanhi eky'embwa.
1.0,https://storage.googleapis.com/image_prompts/d52e91f0-street-6771492_1280.jpg,35,Female,30-39,Lusoga,yogera_image_audio_20230825_100632.967540_1374.wav,0.0044444444444444,3,0,Omuteebeyi ali kutembeya ebibala nga bitaire kumugongo. Muvubuka muto. Emberi eriyo emotoka ne pikipiki 
1.1,https://storage.googleapis.com/image_prompts/1692885139-9500.jpg_s=612x612_w=0_k=20_c=GYdZt-KXkIJPtcKg-AMqevK5HXvYW2Paa95YmZ859fY=.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240126_222239.480720_1294.wav,0.0072222222222222,3,0,Ono kamulali gwebanike ku kaveera akeeru kamulali ono mu myufu. Mweneye atekwa okuba nga aligya kusa amutunde oba amutenga mu mere alyeku mpolampola.
1.1,https://storage.googleapis.com/image_prompts/1692884852-5871.jpg_s=612x612_w=0_k=20_c=N8_Z_QYEKsnjRF41Ll3LebPDKec75e_E_GsMrZnGJxU=.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240126_234317.144995_1553.wav,0.0047222222222222,3,0,Luno lusuku lwa matooke kuliku ebigogo ebya yanya. Amatooke gago ndi galengera kwabaku obugogo obuto... bunhilira.
1.1,https://storage.googleapis.com/image_prompts/carpets.jpg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_032926.369815_2429.wav,0.005,3,0,"Abantu bangi kiboneka bangi bakazi nga bali kusiba ibiwempe. Aye bingi inho, abandhi balibikaza."
1.1,https://storage.googleapis.com/image_prompts/Image Prompts/Fishing/unsplash-DJAov1y.jpg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_033209.134919_2338.wav,0.0055555555555555,2,1,"Emeri enhenhe kuliko obutandalo,  tidhi bwaki aye inhingi. Ghaligho isatu inna dhili ku maadhi, ku maadhi ge nandha."
1.1,https://storage.googleapis.com/image_prompts/98d2c2f4-random-institute-vgRjl3r8XmA-unsplash.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_052438.262540_1357.wav,0.0075,3,0,Omusaadha nga ateire enkota dh'amatooke ku igaali era nga alikusilingisa.Einhuma eli vaayo abasaadha babiri nga bali kutambulira mu lugudho. Kumbali kule eliyo omukazi alikugya gye balikuva
1.1,https://storage.googleapis.com/image_prompts/1692884849-5806.jpg_s=612x612_w=0_k=20_c=b2mPp6LbUoHoNB8DnxBDXNAl5FfnlKnMXMAqBBe4vVM=.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_055945.025786_1498.wav,0.0072222222222222,3,0,"Ekibira nga kilimu akagira ak'ebigere era nga eisubi lingi lya kiragala emiti emighanvu mu bunene obwendhaghulo, bino ebilanda ebilandira ku miti ne bintu bingi mu kibira kino."
1.1,https://storage.googleapis.com/image_prompts/1692884894-6364.jpg_s=612x612_w=0_k=20_c=ZkO1jNcFYyWxOzFvoFKhY5jclNJx-WCxeUU8IKhJwqU=.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_133431.709587_1178.wav,0.0044444444444444,3,0,"Enaanha nga badhiteire wano kwisandha era nga mulimu embisi , embisibisi ne nhenvu."
1.1,https://storage.googleapis.com/image_prompts/1692884855-5922.jpg_s=612x612_w=0_k=20_c=uj-79GwVPG1EVpwTTuT07p6Xvlrz8ujzb9afBxgaXkQ=.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_090932.866602_1117.wav,0.0058333333333333,2,1,Lino isinzizo erye kikulistayo mudhogera enhangu. Tuli kubona omussalabba ghaigulu ghekizimbe era nga ekizimbe kino kyaserekesebwa amategula.
1.1,https://storage.googleapis.com/image_prompts/5f600241-unsplash-vdoQFCC.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_132622.988083_2276.wav,0.0058333333333333,3,0,"Elyato nga lino liri ghano liriku langi endheru, eyakisitaka kuliku ewaya edhigya gheigulu bwedhika wansi nga elyato lino liri mu maadhi era nga amaadhi ga leire gaziraku mayengo."
1.1,https://storage.googleapis.com/image_prompts/unsplash-oEqQWXc.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_084843.830932_2945.wav,0.0047222222222222,3,0,"Abantu babiri nga balikuvuba ebyenandha bagemye amalobo era nga bagateire mu maadhi, bali kulindha ebyenandha."
1.1,https://storage.googleapis.com/image_prompts/0c237ef9-jeff-ackley-GdF3dozJUEk-unsplash.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_093113.639405_1388.wav,0.0066666666666666,3,0,Abaana bava maadhi era nga balisilingisa ebidomola ku gaali ate nga egaali eraga nti eri basinza amaani. Basibye ebidomola mumbali n'akadomola akatono kungulu.
1.1,https://storage.googleapis.com/image_prompts/unsplash-cKcCqPk.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_112846.265477_2861.wav,0.0066666666666666,2,1,Ebyuma bi ka bwidhibwidhi bili ghano era nga ghaligho n'eisimu lye bali ku kozesa era nga ghano ghaligho no bu gilaasi obwa maadhi.
1.1,https://storage.googleapis.com/image_prompts/pexel2.jpeg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_082217.098949_2519.wav,0.0072222222222222,3,0,"Omukazi eyebwikirire engoye edha basilamu gyete giribabu nga alighano atyeime, einhuma ghe ghaligho esuniya eryoti eriku mutyere nga mubali ere eriyo akavera. Omukazi ono atyeime."
1.1,https://storage.googleapis.com/image_prompts/1692884868-6066.jpg_s=612x612_w=0_k=20_c=MVA9F9wp1Gwj0rCoF4AWa-pTmyqIgdaiO0LqIyQ5WVw=.jpg,674,Male,18-29,Lusoga,yogera_image_audio_20240127_192344.074828_1608.wav,0.0063888888888888,3,0,"Eikunganhiro ery'emotoka, motoka nhingi, edhitambuza abantu nga dhiriku nh'obupandhe. Era nga mulimu n'abantu bangi abali kutambula nga banoonya wa  webali menti okuba nga bagya."
1.0,https://storage.googleapis.com/image_prompts/1e0b14d5-africa-3936327_1280.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_110135.684280_1317.wav,0.0044444444444444,3,0,Emotoka etwise abantu nga eno eri muluguudo oluriraine ensiko. Eri kutambula nga erina gyeri kubatwala
1.1,https://storage.googleapis.com/image_prompts/unsplash-SlhSYyR.jpg,554,Male,18-29,Lusoga,yogera_image_audio_20240127_194137.714372_2794.wav,0.0058333333333333,3,0,Endhoki dhiri mu langi eya kilagala ne ndhirugavu nnhingi iinno. Endhuki dhino dhiri ku kisasala kya dho era nga kumbali kwe kisasala kino kuliku elangi eya kyenvu
1.1,https://storage.googleapis.com/image_prompts/1692884889-6343.jpg_s=612x612_w=0_k=20_c=NokctyTSRHkfv_amCFWXYx62YRZti8wkw2h9hzbupwU=.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240127_193320.190747_1646.wav,0.0061111111111111,3,0,"Ensenene nga ba maze oditondolaku balyagho badhiteire ku lusania olwa kilagala lagala, ensenene dhino dhili mu langi eya kisitaka ne ya kiragala era nga dhikali ku kalangibwa."
1.1,https://storage.googleapis.com/image_prompts/tourinsm.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240127_200355.410621_2577.wav,0.0119444444444444,3,0,"Ghano ghaligho emiti egya badhibwa mungeri ey'engalabe era nga mumagati ge miti gino oba empango dhino mulimu engabo eriku amafumo abiri, ere kumbali eriyo ekizimbe eky'empirika kya myaliliro. Yabayo n'emiti edh'amasanhalaze edhiliku waya edh'amasanhalaze, n'eigulu eliriku ebileri ebyeru ne bya bululu."
1.1,https://storage.googleapis.com/image_prompts/1692880134-468.3_ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8dWdhbmRhfGVufDB8fDB8fHww_w=1000_q=80.jpg,674,Male,18-29,Lusoga,yogera_image_audio_20240127_201349.214857_1481.wav,0.0058333333333333,3,0,Abeisuka nha bagunha nga bali kukina amakina age byobughangwa nga besibye amaghu age bisolo basiba ne bintu ebyeru ku mitwe gya bwe.
1.1,https://storage.googleapis.com/image_prompts/Chicken Luwombo Foodival _.jpeg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_210425.506817_2320.wav,0.0066666666666666,2,1,Olughombo lw'emere aye tidhi lughombo lwaki aye luli mululagala balusibye nakagugha olulagala lwa langi ya kiragala. Ghaligho omughala ali kulingilira lughombo luno.
1.1,https://storage.googleapis.com/image_prompts/727ba330-unsplash-pceMMLT.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240127_214801.520731_2103.wav,0.0105555555555556,3,0,"Amakerenda amakerenda gano gali mu langi eya bululu mulimu aga langi eya bululu omugemu nendheru, eya kisayisayi eya pinka ni bululu, eya kyenvu. Mulimu agekyetoloze, mulimu gakikula kingi agensondha eisatu gongona galighano."
1.1,https://storage.googleapis.com/image_prompts/1692884855-5912.jpg_s=612x612_w=0_k=20_c=OyehM_YQ79_zuX8qzcEgJeeOuJXdqHEqO7onJlNOWlY=.jpg,674,Male,18-29,Lusoga,yogera_image_audio_20240127_214944.096175_1112.wav,0.0055555555555555,3,0,"Eirike lityeime mu nsiko lye ghuninkilire, liri mu langi endhirugavu litoire omutwe lyata ku kibega kyalyo, gheliri ghaligho ensiko eya kiragala."
1.1,https://storage.googleapis.com/image_prompts/1692885055-8442.jpg_s=612x612_w=0_k=20_c=x8Li3st81ITcZWr4BA6PF2uf2OcoKZA992teinfPWqI=.jpg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_221722.655114_1733.wav,0.005,2,1,"Engoye edhabafirika aaa ghaligho amalesu, ghaligho enkofira, empale, ensagho. Ghaligho ebyo kuzanhisa, ghaligho ebyo mu nhumba enkofira."
1.1,https://storage.googleapis.com/image_prompts/1692885055-8437.jpg_s=612x612_w=0_k=20_c=W9eYlBfxcZYczWCM8_mFcN7oaOETtQJMm2NQyPTOWnI=.jpg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_231537.109588_1256.wav,0.0066666666666666,2,1,"Obuyumba obutono tono kiboneka nga bwa kwe sanhusamu buli ku maadhi, ghaligho omuti gwe binaazi, ghaligho elyato, ghaligho omwido aye omwido gwa langi ya kilagala."
1.1,https://storage.googleapis.com/image_prompts/1692884885-6255.jpg_s=612x612_w=0_k=20_c=mXsWdniDQbg9JdOEcO4yJh0ntnCiDbLnQ9-473PDt00=.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240128_001752.656176_1156.wav,0.0052777777777777,2,1,"Enho gama ya baliyo ya kiragala kungulu,  munda ndheru,  ghano kumbali ghaligho ekigaati ekyekituli ghagati."
1.1,"https://storage.googleapis.com/image_prompts/10 Best Things to Do in Kampala, Uganda(1).jpeg",674,Male,18-29,Lusoga,yogera_image_audio_20240128_101354.231597_2210.wav,0.0058333333333333,3,0,Olugudho luli kutambuliramu amamotooka amangi nga kumbali kwa lwo kuliku amataala agamanhi ge ndhuba ne miti emiingi edhiri mu langi eya kilagala ne nhumba kumbali kwalwo empanvu.
