image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
https://storage.googleapis.com/image_prompts/5876fcca-ugandan-crafts-VoUJXalLt0I-unsplash.jpg,44,Male,18-29,Luganda,yogera_image_audio_20230825_113952.070150_1336.wav,0.00444444444444444,3,0,Waaliwo omwami eyali afunyizzafunyizza engalo ze ng'era azigasse naye nga mu maaso ge waliwo ekyuma kye bakozesa okutunga engoye era ng'agezaako okutuggatugga akaguwa.
https://storage.googleapis.com/image_prompts/1f5e519f-school-6114578_1280.jpg,156,Male,30-39,Luganda,yogera_image_audio_20231011_091425.495841_1793.wav,0.00527777777777778,2,0,"Ekifaananyi kiraga abasomi abali mu kibiina. Ssaawa zino essomero lino okusinziira ku kifaananyi, bandiba nga bali mu ssaawa za kusoma, nga tewaliimu musomesa."
https://storage.googleapis.com/image_prompts/healtj.jpg,163,Male,18-29,Luganda,yogera_image_audio_20231011_092435.838801_2509.wav,0.00527777777777778,2,0,Mu kifaananyi kino ndabira ddala omwami ayambadde ssapatu ali mu kusindika omulema ow'enviiri enjeru ng'ali mu kagaali ke ak'obulema ng'amutwala wali mu muti awali abantu abangi.
https://storage.googleapis.com/image_prompts/08bf6896-bill-wegener-7Hv_VOeCSEE-unsplash.jpg,149,Male,18-29,Luganda,yogera_image_audio_20231011_093636.242919_997.wav,0.00638888888888889,3,0,"Ndaba ente ennyingi omuli ebika eby'enjawulo okuli enjeru, enzirugavu, eza kitaka, eziyina amayembe n'ezitayina nga zonna zitambula mu kkubo."
https://storage.googleapis.com/image_prompts/1692885186-10233.jpg_s=612x612_w=0_k=20_c=4xC6O799O369G-0KjSLOm4LrKWg2A-4d9MDtE0WnSWU=.jpg,170,Male,40-49,Luganda,yogera_image_audio_20231011_101021.396776_1786.wav,0.00472222222222222,2,0,"Ekifaananyi kiraga omugotteko gw'amayumba, kiraga omugotteko gw'amayumba ag'enjawulo agali ku lusozi. Ne wansi ku lubalama waliyo emitiititi egiriyo, waliyo obwengula, nga n'akasana kayaka, kwe ggamba kayakaayaka. Ennyumba ez'amabaati eza ezaazimbisibwa..."
https://storage.googleapis.com/image_prompts/1692884904-6466.jpg_s=612x612_w=0_k=20_c=MFFizFE251JNeDb5KOvV6RU9A-4Ek8VBgFv8rdPTCnA=.jpg,171,Male,30-39,Luganda,yogera_image_audio_20231011_104842.925833_1655.wav,0.00444444444444444,2,1,"Ekizimbe waggulu waakyo ewasemba walabika nga wali mu bbanga, waliyo n'ebire ebikutte obulungi mu kkala ya bbululu."
https://storage.googleapis.com/image_prompts/1692884889-6311.jpg_s=612x612_w=0_k=20_c=SsejAjXx37J5iCT2bmiAMhmvSYfLvwChJqqOeg1I_RM=.jpg,170,Male,40-49,Luganda,yogera_image_audio_20231011_105643.708756_1638.wav,0.00444444444444444,2,1,Ekifaananyi kino kiraga abantu abakutte ebiyiiye era nga babikolera ddala. Abikutte nga bikozesebwa abantu okwesiba ku ku mikono ne ku...
https://storage.googleapis.com/image_prompts/7d3623f3-flat-tire-2882302_1280.jpg,192,Female,40-49,Luganda,yogera_image_audio_20231011_112333.717290_1423.wav,0.00527777777777778,2,1,"Makanika aggyamu olupanka mu mupiira. Ayambu ayambadde ekisaati kya bbululu kirimu ebikuubo ebimyufu, akutte ekyuma ekimuyamba okuggyamu omupiira mu lupanka."
https://storage.googleapis.com/image_prompts/unsplash-K8uR9NI.jpg,192,Female,40-49,Luganda,yogera_image_audio_20231011_112713.929687_2733.wav,0.00611111111111111,2,1,"Abantu bali mu kusalamu omugga oba ennyanja, abalala bayimiridde wabbali ku lubalama lw'ennyanja bakutte obuti beegoberagana, buli omu akuba munne mu mugongo. Abamu bambadde essaati za bbululu, abalala nzirugavu, abalala njeru, era abalala bayimiridde wabbali."
https://storage.googleapis.com/image_prompts/5abeb4c5-unsplash-RXSxm4Y.jpg,151,Male,18-29,Luganda,yogera_image_audio_20231011_125329.855704_2272.wav,0.00472222222222222,2,1,"Ekifaananyi kino kirimu ekibira. Ndaba ekibira wansi wano, ne waggulu waliyo obuti obutonotono."
