image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
https://storage.googleapis.com/image_prompts/98d2c2f4-random-institute-vgRjl3r8XmA-unsplash.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_094330.791269_1357.wav,0.00611111111111111,2,1,Omusaadha yetwise amatooke ku gali nga ali gavuga alina yali kuga twala. Nhi motoka edhindhi dhipakinze ezira ye dhiri kugya. N'abantu abandhi bali ku tambula mu lugudho nho budhuka obutundha ebintu ebitali byansambo ndhala.
https://storage.googleapis.com/image_prompts/1692884912-6558.jpg_s=612x612_w=0_k=20_c=aogPVjbvzWQ9UZQDaXHmFGG777F4Ou-qbsOqB4FJ6Qw=.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_094330.762869_1187.wav,0.00527777777777778,3,0,"Emotoka edha basabaze edhi tambuza abasabaze dhemereire ghamberi gho luguudo kumpi nhi kalina edha maduuka, kuliku amaduuka, abandhi basulaku."
https://storage.googleapis.com/image_prompts/b282d93c-school-5673893_1280.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_094330.799308_1439.wav,0.00527777777777778,2,1,"Isomero liri kulaga ekiziimbe kye bali kuziimba nga era kikaali kugha. Nga bwokyetegereza, ghangulu bali kukisereka busereke aye nga bakaali kutaaku mabaati. Kuliku mbaagho dhonka edhigemelera amabaati. "
https://storage.googleapis.com/image_prompts/d8522a32-ninno-jackjr-CG6Gd__QIOY-unsplash.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_094330.774023_1375.wav,0.00583333333333333,3,0,Abakazi basatu bali muluguudo bulyomu yetwiswe ebafu erimu omukyanga nga bulyomu alikunganhya mukyanga ali kugutwala ghali kusolokeza ogugwe.
https://storage.googleapis.com/image_prompts/1692884871-6151.jpg_s=612x612_w=0_k=20_c=l6dQwWxd1qcgTjhmCSPZVr18dyUG7e_EtJ3p1c5YWfU=.jpg,38,Male,18-29,Lusoga,yogera_image_audio_20230825_094809.359678_1141.wav,0.00444444444444444,2,1,"Emiti dhamasanyalaze dhemereile kumbali okwengudho amaadhi, ghaligho akayandha, amayumba kumbali, ebireli mu ibanga amadhi gendha kugwa nholukuba lulimu."
https://storage.googleapis.com/image_prompts/1692885111-9087.jpg_s=612x612_w=0_k=20_c=fTTdYsmnhfLauVAfhi0QK84nG1U5IywwbAJAANupuBw=.jpg,29,Female,30-39,Lusoga,yogera_image_audio_20230825_095704.357987_1283.wav,0.00472222222222222,2,1,"Ndhi bona amaadhi nga mangi. Eri oti nhandha era mbona n'amaato abili. Mbona enhuma eyo nga eriyo emiti.  Emiti gyona, giboneka nga mingi inho."
https://storage.googleapis.com/image_prompts/1692884849-5807.jpg_s=612x612_w=0_k=20_c=gMI1axggVUDm3M8uhjz-81eItk_Ci5ZVWpfDVYfHWhY=.jpg,35,Female,30-39,Lusoga,yogera_image_audio_20230825_095642.000815_1026.wav,0.00416666666666667,2,1,"Eno enkembo erikutambula, eri kungira ghaligho nhe bikola."
https://storage.googleapis.com/image_prompts/1692884849-5805.jpg_s=612x612_w=0_k=20_c=w9RvEOUKtBnLthgLZfi6ApwKD8sfoHPHL4B66jUhSSg=.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_095523.877112_1024.wav,0.00444444444444444,2,1,"Empologoma elina kyelingilire, nga eli kibonela mu miti. Nga ela eli kukyetegeleza oba kilina obulabe oba esobola okuboneka oba nti ekilya."
https://storage.googleapis.com/image_prompts/1692885155-9747.jpg_s=612x612_w=0_k=20_c=4zTLEFWeJQU4PrKi_-900zTQM74KYEeiJEPMV73D5tc=.jpg,41,Female,18-29,Lusoga,yogera_image_audio_20230825_094940.133837_1301.wav,0.00583333333333333,3,0,"Abaana abato bemeleire emberi ghe bench, bambaile socks edha kasaayi. Oghundhi engaito nhondho, oghundhi engaito ti nhondho. Nh'empale dhaibwe dha blue."
https://storage.googleapis.com/image_prompts/1692885186-10225.jpg_s=612x612_w=0_k=20_c=FQBVw6bN4ln5i1rGHBQFaqwVH_mtEjAACqqs51jh5Lw=.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_095114.181046_1312.wav,0.00444444444444444,2,1,"Enhumba eli kuzimbibwa, ghangulu abazimbi bali kubonekela okuba nti bali kutaayo embaagho kwe baligya oseleka nga bataaku amabaati. Nga enhumba enho ezimbibwa ku lubalama olw'enhandha."
https://storage.googleapis.com/image_prompts/1692880134-468.3_ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8dWdhbmRhfGVufDB8fDB8fHww_w=1000_q=80.jpg,38,Male,18-29,Lusoga,yogera_image_audio_20230825_095259.904649_1008.wav,0.0075,2,1,Enho nhi kabira gyebeeta okuva e choli era agho ghebali baali bali kukinha amakinha gaibwe gebeeta amacholi.  Era nga abalenzi bo ku mitwe bateireku amawawa aga sekooko ghansi mu bigere bayambala guluwera. Ate bo abaghala bo bali mu bigere byerere nh'obusikati obumyufu nga mulimu n'obweru.
https://storage.googleapis.com/image_prompts/bda856f1-africa-6931972_1280.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_095921.938076_1442.wav,0.00583333333333333,2,1,"Ebizimbe ebi nhenhe ebighanvu obulungi nga binho bikolelebwamu bizinesi edha abantu nga ghansi gha byo ghaligho abantu bangi nga bano bali kutambula buli omu alinha yalikugya, nhe motoka edhipakinze nga dhilindha abasabaze okubonhekera nti dhibaku nhi dhi yebatwala mubifo byeibwe bye bali kwendha okugyamu"
https://storage.googleapis.com/image_prompts/1692884916-6599.jpg_s=612x612_w=0_k=20_c=6tIzmJqSFBf4UFSt2ryKhvQSB-8-iVb-fa-9DfvHHE8=.jpg,28,Female,18-29,Lumasaaba,yogera_image_audio_20230825_100100.072567_1191.wav,0.00527777777777778,3,0,Ikhutu yasamilile ili mumuyekhe khambi ni nyatsa ne khembonamo bunyasi ni kamabaale
https://storage.googleapis.com/image_prompts/7fedf0b0-africa-2665146_1280.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_100446.075450_1424.wav,0.00472222222222222,3,0,"babaana basutila bupila humurwe, babaana hebakenda hubira mukunda ni babelemu"
https://storage.googleapis.com/image_prompts/08d9b2fa-uganda-5005579_1280.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_100446.099853_1387.wav,0.00444444444444444,2,1,"Umusaani ""<skip>"" bamutikhile kamatore khuboda ""<skip>"" lusikhu lwekamatore ""<skip>"" ali balala khebaboya kamatore khuboda khupikipiki."
https://storage.googleapis.com/image_prompts/1692884855-5905.jpg_s=612x612_w=0_k=20_c=zNRIRCVEKilAffZE_gPaDGsYZZ-3wBoamzLl4LZ_PDU=.jpg,35,Female,30-39,Lusoga,yogera_image_audio_20230825_100317.193677_1105.wav,0.00444444444444444,3,0,Ensozi ne miti kuliku ekibira kyemiti kunsonzi. Kuliku ebibira bye miti kunsozi
https://storage.googleapis.com/image_prompts/d52e91f0-street-6771492_1280.jpg,35,Female,30-39,Lusoga,yogera_image_audio_20230825_100632.967540_1374.wav,0.00444444444444444,3,0,Omuteebeyi ali kutembeya ebibala nga bitaire kumugongo. Muvubuka muto. Emberi eriyo emotoka ne pikipiki 
https://storage.googleapis.com/image_prompts/6f22c7c4-francesco-ungaro-SVLx5Q1pAY8-unsplash.jpg,41,Female,18-29,Lusoga,yogera_image_audio_20230825_100631.760670_1345.wav,0.00444444444444444,3,0,Emotooka eri muluguudo olwakolansi kumbali kwo'luhuudo kuliku  eisubi ne'miti.Emotoka yetiise amatooke era ngakuliku no'musaadha ayemereire.
https://storage.googleapis.com/image_prompts/1692884885-6254.jpg_s=612x612_w=0_k=20_c=45WwtUghxuq9Vy25wDzeX0rnrnKgTNj6j3AYeXDQ7GQ=.jpg,41,Female,18-29,Lusoga,yogera_image_audio_20230825_100631.786996_1155.wav,0.00611111111111111,3,0,Dhino nsenene mu seepiki era nga waliwo omuntu atairemu emikono ali dhigemamu. Ensenene edindi dha kiragala edindi dha kisitaka. Ensenene diziraku mawawa
https://storage.googleapis.com/image_prompts/d8522a32-ninno-jackjr-CG6Gd__QIOY-unsplash.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_100810.804672_1375.wav,0.00416666666666667,3,0,Bakhana basutile tsibaafu tsitsule liloba  bakendela hasi khulugudo
https://storage.googleapis.com/image_prompts/8d60f366-northern-carmine-bee-eater-4897803_1280.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_100910.613156_1353.wav,0.00416666666666667,3,0,"Akanhonhi kemeleire ku kiswa. Kino ekiswa kyetoloirebwa eisubi. Nga akanhonhi ekikemeleiza ghano, kemeleire kuwumula"
https://storage.googleapis.com/image_prompts/8d60f366-northern-carmine-bee-eater-4897803_1280.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_101134.109791_1353.wav,0.00472222222222222,2,1,bakhwokesa khanywinywi khemikhile khungaki khweliloba khunzu tsebiukha tsili mubunyasi khali ni  bufumbo bubesemu
https://storage.googleapis.com/image_prompts/11337e74-roman-derrick-okello-T6Gig_Rr2dw-unsplash.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_100910.587777_1389.wav,0.00527777777777778,3,0,Abakini ba'makina ngabonabona banhumye munnhambala eyo'bughangwa nga banno balikukina amakina kumukolo oba mukolo gwonagwona nga gutegekeibwa.
https://storage.googleapis.com/image_prompts/1692884852-5853.jpg_s=612x612_w=0_k=20_c=15I4gRbmL_W5i6BazERn7qA6JARQkRNE1gATIMa-Ai8=.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_101641.541623_1066.wav,0.00444444444444444,2,1,Eirike nga lino ito lisutaime ku muti ng' ate lirina olusagga olwo muti kwelye gemereire
https://storage.googleapis.com/image_prompts/1692884855-5910.jpg_s=612x612_w=0_k=20_c=K0cl-lFcJBCy2C8_j0nJUmn7qvnsXIDCm6HUZ_w_-2s=.jpg,33,Male,18-29,Lumasaaba,yogera_image_audio_20230825_101554.930765_1110.wav,0.00777777777777778,2,1,lino likukye lyekhale mushibila bisela byatsile libonekhana balipa sifaani shino nga lyaungile ne shibila shino shibonekhana shiri atsye abe atsile khuba shafusasa lukali inyuma weshibila shino okesa shishilima shikali.
https://storage.googleapis.com/image_prompts/1692885055-8467.jpg_s=612x612_w=0_k=20_c=aF95mpwSsjSeodyOOjjbB-kKbbpFBQm2Jccv5afD0jY=.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_101626.378187_1263.wav,0.00333333333333333,2,1,"Khatale khe tsingubo, tsingubo , tsilesu, butambala, tsipanga, tsisaati, tsingubo tsindala."
https://storage.googleapis.com/image_prompts/d17939a8-uganda-251921_1280.jpg,25,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_101638.084919_1448.wav,0.00444444444444444,2,1,Omukishushani nindeebamu aha maisho y'enjojo harimu nebinyatsi enyuma hariyo n'emiti
https://storage.googleapis.com/image_prompts/1692885062-8572.jpg_s=612x612_w=0_k=20_c=1FsElUYQusdc6aPZG7GyycpRKhsRXCeU6JItBPDlu2s=.jpg,32,Male,18-29,Lusoga,yogera_image_audio_20230825_101641.532505_1269.wav,0.00555555555555556,3,0,"E kanisa eno nga ghano, abantu ghebaidha, okuboneka nti beyanza Musengwa, byona byona byabakoleire mu bulamu bwaibwe. Nga bano era, abaidha gho n'abaikiriza abakuristayo."
https://storage.googleapis.com/image_prompts/1692885135-9426.jpg_s=612x612_w=0_k=20_c=kHcmeTq8DVjv1yl-zeAw3Shwg7TOszBfcsl9RQovPv8=.jpg,28,Female,18-29,Lumasaaba,yogera_image_audio_20230825_101845.727677_1290.wav,0.00444444444444444,3,0,sifanani shetsi tsimwanyi tsihali tsinjoshe ta musiibo ngabamalile hurusaho sihobololo syehungaki 
https://storage.googleapis.com/image_prompts/3e79f346-random-institute-_ihY1PsiaWk-unsplash_1.jpg,41,Female,18-29,Lusoga,yogera_image_audio_20230825_101658.826759_1402.wav,0.00722222222222222,2,1,"Kano kaduuka era nga emberi wa kaduuka waliwo omusaadha asitwire ekintu wangulu. Emberi wa kaduuka waliwo ebintu bya tunda. Kumbali waliwo ebimotoka eby' abaana abato, ku saidi eyindi waliwo ebiteteyi. "
https://storage.googleapis.com/image_prompts/1692884880-6236.jpg_s=612x612_w=0_k=20_c=9s8FdSjs2QUKwchai-1rvrJvFT-H_CCDqFtHy1Eys1I=.jpg,35,Female,30-39,Lusoga,yogera_image_audio_20230825_101906.047781_1149.wav,0.00444444444444444,2,1,"Abazungu babiri abaniini be nsozi bali waigulu ku, ku lusozi, luliku n'omuzira"
https://storage.googleapis.com/image_prompts/1692880134-469.3_ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTB8fHVnYW5kYXxlbnwwfHwwfHx8MA_3D_3D_w=1000_q=80.jpg,38,Male,18-29,Lusoga,yogera_image_audio_20230825_102001.714611_1009.wav,0.00611111111111111,2,1,"Abakazi babiri nho mwaana gheibwe bateire omukyanga mu bbafu bali ku tambula nga bagutwala  kuguyughayo. Bali kutambula mu lugudho olw'eitaka bonabonha tibambaile, omuwala tayambaile kintu kyonakyona mu kigere, era ali mu bigere byerere, n'omukazi ali mu bigere byerere."
https://storage.googleapis.com/image_prompts/1692884868-6068.jpg_s=612x612_w=0_k=20_c=0B4VX7y_Rs6-Vy5TIa7OyQC-TBq_pn0-qfK59uO26oQ=.jpg,34,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_102016.896202_1136.wav,0.005,2,1,Nindeeba motoka nyingi zaaminibaasi omutakisi paaka ahagati y'etauni zetoreirwe ebiziimbe bya bizinensi na hoteeri
https://storage.googleapis.com/image_prompts/1692884916-6625.jpg_s=612x612_w=0_k=20_c=OVsewbG4aByU5RWTw5cNi0jdruNuY8kCsjt6c5CsyIw=.jpg,34,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_102016.887275_1199.wav,0.00638888888888889,2,1,Ekizimbe kya kanyina eki bariyo nibombeka kikyariho obutimba bubakwombekyesa hamwe n'emiti kandi tikishakiize mabaati ekikwereka ngu nibaija kuba nibogyeraho ahaiguru 
https://storage.googleapis.com/image_prompts/1692884855-5909.jpg_s=612x612_w=0_k=20_c=8kQD6Fo0LU8igGbaaqfnDL0Vi0WSNF5kglLVnhEvUcg=.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_102321.207184_1109.wav,0.00472222222222222,2,1,hembona lukingi luwande lwenyaza hunyanza huliho bunyasi huliho nibisolo 
https://storage.googleapis.com/image_prompts/1692884852-5839.jpg_s=612x612_w=0_k=20_c=DjfjE28LEzJQ9ubxKTO9Y4qiK_SHb5kwg3CusT1o5YM=.jpg,26,Female,18-29,Lumasaaba,yogera_image_audio_20230825_102321.177220_1052.wav,0.00472222222222222,3,0,"ishipo  ""<skip>"" isi bara isi batimba hubisenge silimo tsilangi tsimbesemu tsindi "
https://storage.googleapis.com/image_prompts/803cc9d1-ugandan-crafts-B1N8nzKauds-unsplash.jpg,33,Male,18-29,Lumasaaba,yogera_image_audio_20230825_102602.464843_1350.wav,0.00611111111111111,3,0,"Bano bakelema babonekhana ba'nabi be'tsingubo, umulala aburangisi abonekhana alikhumilimu kyewe kyebulibushele kyekhunaba tsi'ngubo, ali'khunaba nga'arambisa shishalalani she kamakesi."
