phase,image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
1.0,https://storage.googleapis.com/image_prompts/unsplash-Yy1wCgT.jpg,287,Male,18-29,Lusoga,yogera_image_audio_20231013_132818.978177_2830.wav,0.00416666666666667,2,1,Onho omusaadha musanhufu. Akola bukodyo. Ayambaile enkoofira alina omudhoozi mweru guliku ekifanhanhi eky'embwa.
1.0,https://storage.googleapis.com/image_prompts/d52e91f0-street-6771492_1280.jpg,35,Female,30-39,Lusoga,yogera_image_audio_20230825_100632.967540_1374.wav,0.00444444444444444,3,0,Omuteebeyi ali kutembeya ebibala nga bitaire kumugongo. Muvubuka muto. Emberi eriyo emotoka ne pikipiki 
1.1,https://storage.googleapis.com/image_prompts/1692885139-9500.jpg_s=612x612_w=0_k=20_c=GYdZt-KXkIJPtcKg-AMqevK5HXvYW2Paa95YmZ859fY=.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240126_222239.480720_1294.wav,0.00722222222222222,3,0,Ono kamulali gwebanike ku kaveera akeeru kamulali ono mu myufu. Mweneye atekwa okuba nga aligya kusa amutunde oba amutenga mu mere alyeku mpolampola.
1.1,https://storage.googleapis.com/image_prompts/1692884852-5871.jpg_s=612x612_w=0_k=20_c=N8_Z_QYEKsnjRF41Ll3LebPDKec75e_E_GsMrZnGJxU=.jpg,654,Female,18-29,Lusoga,yogera_image_audio_20240126_234317.144995_1553.wav,0.00472222222222222,3,0,Luno lusuku lwa matooke kuliku ebigogo ebya yanya. Amatooke gago ndi galengera kwabaku obugogo obuto... bunhilira.
1.1,https://storage.googleapis.com/image_prompts/carpets.jpg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_032926.369815_2429.wav,0.005,3,0,"Abantu bangi kiboneka bangi bakazi nga bali kusiba ibiwempe. Aye bingi inho, abandhi balibikaza."
1.1,https://storage.googleapis.com/image_prompts/Image Prompts/Fishing/unsplash-DJAov1y.jpg,561,Female,18-29,Lusoga,yogera_image_audio_20240127_033209.134919_2338.wav,0.00555555555555556,2,1,"Emeri enhenhe kuliko obutandalo,  tidhi bwaki aye inhingi. Ghaligho isatu inna dhili ku maadhi, ku maadhi ge nandha."
1.1,https://storage.googleapis.com/image_prompts/98d2c2f4-random-institute-vgRjl3r8XmA-unsplash.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_052438.262540_1357.wav,0.0075,3,0,Omusaadha nga ateire enkota dh'amatooke ku igaali era nga alikusilingisa.Einhuma eli vaayo abasaadha babiri nga bali kutambulira mu lugudho. Kumbali kule eliyo omukazi alikugya gye balikuva
1.1,https://storage.googleapis.com/image_prompts/1692884849-5806.jpg_s=612x612_w=0_k=20_c=b2mPp6LbUoHoNB8DnxBDXNAl5FfnlKnMXMAqBBe4vVM=.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_055945.025786_1498.wav,0.00722222222222222,3,0,"Ekibira nga kilimu akagira ak'ebigere era nga eisubi lingi lya kiragala emiti emighanvu mu bunene obwendhaghulo, bino ebilanda ebilandira ku miti ne bintu bingi mu kibira kino."
1.1,https://storage.googleapis.com/image_prompts/1692884894-6364.jpg_s=612x612_w=0_k=20_c=ZkO1jNcFYyWxOzFvoFKhY5jclNJx-WCxeUU8IKhJwqU=.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_133431.709587_1178.wav,0.00444444444444444,3,0,"Enaanha nga badhiteire wano kwisandha era nga mulimu embisi , embisibisi ne nhenvu."
1.1,https://storage.googleapis.com/image_prompts/1692884855-5922.jpg_s=612x612_w=0_k=20_c=uj-79GwVPG1EVpwTTuT07p6Xvlrz8ujzb9afBxgaXkQ=.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_090932.866602_1117.wav,0.00583333333333333,2,1,Lino isinzizo erye kikulistayo mudhogera enhangu. Tuli kubona omussalabba ghaigulu ghekizimbe era nga ekizimbe kino kyaserekesebwa amategula.
1.1,https://storage.googleapis.com/image_prompts/5f600241-unsplash-vdoQFCC.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_132622.988083_2276.wav,0.00583333333333333,3,0,"Elyato nga lino liri ghano liriku langi endheru, eyakisitaka kuliku ewaya edhigya gheigulu bwedhika wansi nga elyato lino liri mu maadhi era nga amaadhi ga leire gaziraku mayengo."
1.1,https://storage.googleapis.com/image_prompts/unsplash-oEqQWXc.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_084843.830932_2945.wav,0.00472222222222222,3,0,"Abantu babiri nga balikuvuba ebyenandha bagemye amalobo era nga bagateire mu maadhi, bali kulindha ebyenandha."
1.1,https://storage.googleapis.com/image_prompts/0c237ef9-jeff-ackley-GdF3dozJUEk-unsplash.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_093113.639405_1388.wav,0.00666666666666667,3,0,Abaana bava maadhi era nga balisilingisa ebidomola ku gaali ate nga egaali eraga nti eri basinza amaani. Basibye ebidomola mumbali n'akadomola akatono kungulu.
1.1,https://storage.googleapis.com/image_prompts/unsplash-cKcCqPk.jpg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_112846.265477_2861.wav,0.00666666666666667,2,1,Ebyuma bi ka bwidhibwidhi bili ghano era nga ghaligho n'eisimu lye bali ku kozesa era nga ghano ghaligho no bu gilaasi obwa maadhi.
1.1,https://storage.googleapis.com/image_prompts/pexel2.jpeg,575,Male,18-29,Lusoga,yogera_image_audio_20240127_082217.098949_2519.wav,0.00722222222222222,3,0,"Omukazi eyebwikirire engoye edha basilamu gyete giribabu nga alighano atyeime, einhuma ghe ghaligho esuniya eryoti eriku mutyere nga mubali ere eriyo akavera. Omukazi ono atyeime."
1.1,https://storage.googleapis.com/image_prompts/1692884868-6066.jpg_s=612x612_w=0_k=20_c=MVA9F9wp1Gwj0rCoF4AWa-pTmyqIgdaiO0LqIyQ5WVw=.jpg,674,Male,18-29,Lusoga,yogera_image_audio_20240127_192344.074828_1608.wav,0.00638888888888889,3,0,"Eikunganhiro ery'emotoka, motoka nhingi, edhitambuza abantu nga dhiriku nh'obupandhe. Era nga mulimu n'abantu bangi abali kutambula nga banoonya wa  webali menti okuba nga bagya."
