image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
https://storage.googleapis.com/image_prompts/d17939a8-uganda-251921_1280.jpg,25,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_101638.084919_1448.wav,0.00444444444444444,2,1,Omukishushani nindeebamu aha maisho y'enjojo harimu nebinyatsi enyuma hariyo n'emiti
https://storage.googleapis.com/image_prompts/1692884868-6068.jpg_s=612x612_w=0_k=20_c=0B4VX7y_Rs6-Vy5TIa7OyQC-TBq_pn0-qfK59uO26oQ=.jpg,34,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_102016.896202_1136.wav,0.005,2,1,Nindeeba motoka nyingi zaaminibaasi omutakisi paaka ahagati y'etauni zetoreirwe ebiziimbe bya bizinensi na hoteeri
https://storage.googleapis.com/image_prompts/1692884916-6625.jpg_s=612x612_w=0_k=20_c=OVsewbG4aByU5RWTw5cNi0jdruNuY8kCsjt6c5CsyIw=.jpg,34,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_102016.887275_1199.wav,0.00638888888888889,2,1,Ekizimbe kya kanyina eki bariyo nibombeka kikyariho obutimba bubakwombekyesa hamwe n'emiti kandi tikishakiize mabaati ekikwereka ngu nibaija kuba nibogyeraho ahaiguru 
https://storage.googleapis.com/image_prompts/75cde76e-random-institute-2zOSkNTj-Ks-unsplash.jpg,30,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_103048.881297_1347.wav,0.00583333333333333,2,1,Nindeeba omushaija ari aha piki ye nindeebaho enyigi z'ebyooma nindeebamu n'abashaija babiri barumu abashaija babiri barumu nibakora nindeebaho n'ebindi ebizimbe nindeebaho n'ebindi byooma  nindeebaho n'enyuma ekizimbe kireingwa.
https://storage.googleapis.com/image_prompts/1692884849-5806.jpg_s=612x612_w=0_k=20_c=b2mPp6LbUoHoNB8DnxBDXNAl5FfnlKnMXMAqBBe4vVM=.jpg,25,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_105445.860550_1025.wav,0.00472222222222222,3,0,Ekishuushani eki mpaha nikyoreka ekibiira eky'obuhangwa kirimu emiti nyamwingi n'ebishaka n'ebimera bya buri muringo
https://storage.googleapis.com/image_prompts/1692884912-6548.jpg_s=612x612_w=0_k=20_c=pX9f9ihcjWM_vGrAyvWhGT10tnEbGyVTztUrnUfgk6g=.jpg,25,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_120527.677013_1185.wav,0.00555555555555556,2,1,Ekishuushani eki  mpaha nikyoreka  abantu  baingi bari omu tauni betorirwe ebizimbe na n'ebindi ebitakahwire ishakara n'emiti
https://storage.googleapis.com/image_prompts/1692885115-9134.jpg_s=612x612_w=0_k=20_c=XdLeyikfTvWndP1rTeLvGA2yau6-wrB4W4c_yje6CSs=.jpg,25,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_120527.686786_1286.wav,0.00527777777777778,2,1,Ekishushani nikyoreka tawuni haroho paaka ya zatakisi n'emotoka nyamwingi eziri omu muhanda abantu bariyo nibaraba ha rutindo n'ebizimbe bingi
https://storage.googleapis.com/image_prompts/1692884861-6004.jpg_s=612x612_w=0_k=20_c=LYXTnL-ybTxpXOa5Wanx7DKh08m6qMKJjLDltQBTwYU=.jpg,34,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_123000.511213_1130.wav,0.00583333333333333,3,0,Hariho omuntu ariyo nabumba kuruga omwitaka eribarikubumbiramu kandi nitureebaho itaka eryibumba yaheza kurizwanzyamu amaizi Kandi akwaitse ariyo naabumba.
https://storage.googleapis.com/image_prompts/1692885155-9755.jpg_s=612x612_w=0_k=20_c=uowNkAbByd_r20bELEV-eu-wGKV4x2y5JLxhHsa-LdI=.jpg,34,Female,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_124520.829256_1303.wav,0.00527777777777778,2,1,"Oruguto  rwa maramu rurikugumizamu rukahika aha rwa koraasi aho aha rubaju hariho ahi barikuguriza amajuta g'emotoka, piki hamwe na parafiini nihareebeka kuba hariho abantu barikugura kandi abandi bariyo niboozya piki"
https://storage.googleapis.com/image_prompts/08bf6896-bill-wegener-7Hv_VOeCSEE-unsplash.jpg,30,Male,18-29,Runyankole-Rukiga,yogera_image_audio_20230825_124458.821655_1386.wav,0.00611111111111111,2,1,Omu kishushani nindeebamu ente ente nyingi munonga bazifunyire zifunyiibwe abantu Kandi enyima nindeebayo obusenta nindeeba ebiti eby'emiti nindeebayo n'orutookye nindeeba amapapa g'ebitokye nindeeba n'akagyerikaani kandi ente ni nyingi.
