image_url,contributor_id,gender,age_group,language,voice_clip,duration,up_votes,down_votes,transcript
https://storage.googleapis.com/image_prompts/1692884916-6599.jpg_s=612x612_w=0_k=20_c=6tIzmJqSFBf4UFSt2ryKhvQSB-8-iVb-fa-9DfvHHE8=.jpg,28,Female,18-29,Lumasaba,yogera_image_audio_20230825_100100.072567_1191.wav,0.00527777777777778,3,0,Ikhutu yasamilile ili mumuyekhe khambi ni nyatsa ne khembonamo bunyasi ni kamabaale
https://storage.googleapis.com/image_prompts/7fedf0b0-africa-2665146_1280.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_100446.075450_1424.wav,0.00472222222222222,3,0,"babaana basutila bupila humurwe, babaana hebakenda hubira mukunda ni babelemu"
https://storage.googleapis.com/image_prompts/08d9b2fa-uganda-5005579_1280.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_100446.099853_1387.wav,0.00444444444444444,2,1,"Umusaani ""<skip>"" bamutikhile kamatore khuboda ""<skip>"" lusikhu lwekamatore ""<skip>"" ali balala khebaboya kamatore khuboda khupikipiki."
https://storage.googleapis.com/image_prompts/d8522a32-ninno-jackjr-CG6Gd__QIOY-unsplash.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_100810.804672_1375.wav,0.00416666666666667,3,0,Bakhana basutile tsibaafu tsitsule liloba  bakendela hasi khulugudo
https://storage.googleapis.com/image_prompts/8d60f366-northern-carmine-bee-eater-4897803_1280.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_101134.109791_1353.wav,0.00472222222222222,2,1,bakhwokesa khanywinywi khemikhile khungaki khweliloba khunzu tsebiukha tsili mubunyasi khali ni  bufumbo bubesemu
https://storage.googleapis.com/image_prompts/1692885055-8467.jpg_s=612x612_w=0_k=20_c=aF95mpwSsjSeodyOOjjbB-kKbbpFBQm2Jccv5afD0jY=.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_101626.378187_1263.wav,0.00333333333333333,2,1,"Khatale khe tsingubo, tsingubo , tsilesu, butambala, tsipanga, tsisaati, tsingubo tsindala."
https://storage.googleapis.com/image_prompts/1692884855-5910.jpg_s=612x612_w=0_k=20_c=K0cl-lFcJBCy2C8_j0nJUmn7qvnsXIDCm6HUZ_w_-2s=.jpg,33,Male,18-29,Lumasaba,yogera_image_audio_20230825_101554.930765_1110.wav,0.00777777777777778,2,1,lino likukye lyekhale mushibila bisela byatsile libonekhana balipa sifaani shino nga lyaungile ne shibila shino shibonekhana shiri atsye abe atsile khuba shafusasa lukali inyuma weshibila shino okesa shishilima shikali.
https://storage.googleapis.com/image_prompts/1692885135-9426.jpg_s=612x612_w=0_k=20_c=kHcmeTq8DVjv1yl-zeAw3Shwg7TOszBfcsl9RQovPv8=.jpg,28,Female,18-29,Lumasaba,yogera_image_audio_20230825_101845.727677_1290.wav,0.00444444444444444,3,0,sifanani shetsi tsimwanyi tsihali tsinjoshe ta musiibo ngabamalile hurusaho sihobololo syehungaki 
https://storage.googleapis.com/image_prompts/1692884855-5909.jpg_s=612x612_w=0_k=20_c=8kQD6Fo0LU8igGbaaqfnDL0Vi0WSNF5kglLVnhEvUcg=.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_102321.207184_1109.wav,0.00472222222222222,2,1,hembona lukingi luwande lwenyaza hunyanza huliho bunyasi huliho nibisolo 
https://storage.googleapis.com/image_prompts/1692884852-5839.jpg_s=612x612_w=0_k=20_c=DjfjE28LEzJQ9ubxKTO9Y4qiK_SHb5kwg3CusT1o5YM=.jpg,26,Female,18-29,Lumasaba,yogera_image_audio_20230825_102321.177220_1052.wav,0.00472222222222222,3,0,"ishipo  ""<skip>"" isi bara isi batimba hubisenge silimo tsilangi tsimbesemu tsindi "
